Code;Nom;Type-de-retenue;Région;Département;Commune;Rivière;Date-construction;Lat;Lon;Lat. barrage;Long. Barrage;Lat. retenue;Long. Retenue;hauteur (m);Volume_Mm3;superficie_ha;Sbassin amont (km²);altitude_mNGF;Maitre-ouvrage_exploitant;Usages
1;Adret des Tuffes;;Auvergne-Rhône-Alpes;Savoie;Bourg-Saint-Maurice;Plan Vert et Torrent de l'Arc;2007;45,5661;6,82;;;;;17,5;0,406;4,55;112,7;2216,5;Société de Montagnes de l'Arc;Loisirs
2;Age;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Celle-Dunoise;Creuse;1982;46,3022;1,80639;46,30275;1,804533;46,301186;1,806781;19,5;2,3;38;1120;255;EDF;hydroélectricité
3;Agly;"retenue ""linéaire"" - vallée de rivière";Occitanie;Pyrénées-Orientales;Cassagnes;L'Agly;1995;42,7461;2,58972;42,744301;2,587291;42,744674;2,592097;57;25,8;178;408;184;Conseil Départemental Des Pyrénées-orientales / Brl Exploitation;Irrigation/Crues/Alimentation en eau
4;Aigle;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Soursac;Dordogne;1947;45,2436;2,22472;45,243727;2,224883;45,245336;2,226503;84;220;750;3270;343;EDF;hydroélectricité
5;Albert;"retenue ""linéaire"" - vallée de rivière";Pays-de-la-Loire;Vendée;Foussais-Payré;La Vendée;1964;46,4924;-0,725194;46,492401;-0,724769;46,491344;-0,724254;10,1;2,85;104;185;48,4;Syndicat Intercommunal Pour L'utilisation Des Eaux De La Foret De Mervent/saur;Alimentation en eau, Crues, Hydroélectricité, Activité touristique
6;Alésani;"Retenue ""classique""";Corse;Haute-Corse;Chiatra;Alesani;1970;42,2983;9,485;42,29866;9,485017;42,298842;9,481465;65;11,3;49;56;165;?;Irrigation/Alimentation en eau/Hydroélectricité
7;Alfeld;;Grand-Est;Haut-Rhin;Sewen;Seebach Et Doller;?;47,8172;6,87306;;;;;23;0,8;8,2;4,23;620,7;?;Alimentation en eau, loisirs
8;Allement;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Ain;Poncin;L'Ain;1960;46,1122;5,42194;46,112172;5,422148;46,113496;5,422427;35;19;225;2650;270;EDF;Hydroélectricité
9;Altenweiher;;Grand-Est;Haut-Rhin;Metzeral;Altenweiherbach;?;48,0106;6,99722;;;;;15;0,673;7,7;1,2;926;Conseil Départemental du Haut-Rhin;Loisirs / alimentation en eau
10;Alzitone;"Retenue ""classique""";Corse;Haute-Corse;Aghione;Pedocchino;1965;42,069;9,42813;42,069389;9,428435;42,070074;9,424874;32,3;5,6;49;2,5;62,5;?;Irrigation/Alimentation en eau/Hydroélectricité
11;Anchal;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Bromont-Lamothe;Anchal;1986;45,8447;2,84472;;;;;21,5;1,15;17,3;3;665,2;?;Hydroélectricité
12;Angle Guignard;"retenue ""linéaire"" - vallée de rivière";Pays-de-la-Loire;Vendée;Chantonnay;Grand lay;1951;46,634;-1,07035;46,634021;-1,070202;46,631929;-1,069215;10;1,8;55;420;31,5;Siaep De L Angle Guignard/lyonnaise Des Eaux;Alimentation en eau, Irrigation, Crues, Hydroélectricité
13;Araing;à déterminer;Occitanie;Ariège;Sentein;Izard;1942;42,8333;0,878056;42,833653;0,877839;42,83208;0,875114;25;6,7;33;2,9;1900;Asa De Sainte Foy De Peyrolieres;Irrigation
14;Argentat;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Argentat;Dordogne;1957;45,1039;1,95389;45,104171;1,954047;45,105769;1,955742;31;7,2;106;4418;190;?;Hydroélectricité
15;Argentière;;PACA;Var;Fréjus;Vallon de l'Argentière;1972;43,5208;6,82833;43,520743;6,82817;43,520867;6,827097;15;0,107;2,36;?;?;?;Irrigation/Alimentation en eau
16;Arras;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Ardèche;Arras-sur-Rhône;Le Rhône;1970;45,1361;4,80806;45,135982;4,807851;45,136352;4,811048;15,2;44;306;4900;127;;Hydroélectricité
17;Arrêt-Darré;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Gonez;Arrêt-darré;1996;43,2333;0,200278;43,233271;0,200796;43,231223;0,198564;27;10,8;110;57,2;272;Gestion CACG;Hydroélectricité
18;Arriou;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Arzacq-Arraziguet;Arriou;2007;43,5346;-0,419139;43,531988;-0,425915;43,533886;-0,417782;15;0,64;14;1,7;205;?;Irrigation
19;Artouste;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Laruns;Sousseau;1929;42,8628;-0,333056;42,861754;-0,335287;42,860928;-0,333968;25;10;56;7,7;1968;?;Hydroélectricité
20;Arzal;"retenue ""linéaire"" - estuaire";Bretagne;Morbihan;Arzal;L'Arzal;1970;47,4996;-2,38237;47,498708;-2,383666;47,500796;-2,369418;6;5,5;1200;10000;12;?;?
21;Astarac;"Retenue ""classique""";Occitanie;Gers;Bézues-Bajon;Arrats;1976;43,3894;0,635833;43,38997;0,636219;43,385853;0,634803;16,2;10;180;50;244;Gestion CACG / Conseil Départemental Des Pyrénées-orientales;Irrigation/Loisirs
22;Aubert;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Saint-Lary-Soulan;Aubert;1932;42,8386;0,141389;42,838688;0,141393;42,842102;0,140234;17;5,08;45;?;2150;EDF;Hydroélectricité
23;Aubin;"Type ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Doazon;Aubin;?;43,4462;-0,555278;43,446594;-0,555097;43,445036;-0,553466;16,0;2,2;23,7;?;?;?;Alimentation en eau
24;Aubusson d'Auvergne;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Augerolles;Couzon;1990;45,744;3,6055;;;;;13;1,4;27;48;412;Communauté de communes du Pays de Courpière;Activité touristique
25;Aussoue;"Retenue ""classique""";Occitanie;Haute-Garonne;Saint-Frajou;L'Aussoue;1996;43,3214;0,841389;43,321201;0,841456;43,320818;0,839225;16,8;3;43;10,5;260;EDF / gestion CACG;Hydroélectricité
26;Avellan;"Type ""classique""";PACA;Var;Fréjus;Avellan;1974;43,5117;6,79083;43,511817;6,790718;43,512128;6,791726;15;0,033;5,5;4;176;?;Alimentation en eau, loisirs
27;Ayguelongue;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Mazerolles;Ayguelongue;1994;43,4336;-0,464722;43,433714;-0,464771;43,431034;-0,462883;15;3,2;59;?;135;CACG;Irrigation
28;Bacciana;;Corse;Haute-Corse;Aleria;Bacciana;2002;42,1139;9,45111;;;;;15;2,35;37;1,14;54;?;Irrigation/Alimentation en eau/Hydroélectricité
29;Bage;"Retenue ""classique""";Occitanie;Aveyron;Pont-de-Salars;Bage;1952;44,2667;2,72222;44,266694;2,722224;44,26568;2,723297;27,2;4,4;53;34;717;EDF;Hydroélectricité
30;Balaing;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Navailles-Angos;Balaing;1995;43,4431;-0,3575;43,44307;-0,35755;43,441589;-0,354997;21,5;3,5;42,5;9;190;CACG;Irrigation / Alimentation en eau
31;Baldarques;à déterminer;Occitanie;Ariège;Hospitalet-près-l'Andorre;Baldarques;1962;42,6003;1,7825;;;;;15;0,05;1,4;?;1970;EDF;Hydroélectricité
32;Balerme;à déterminer;Occitanie;Haute-Garonne;Verfeil;Balerme;1992;43,6417;1,69306;43,641797;1,693087;43,64311;1,694707;15,2;2,02;37;13;178;Gestion CACG;Hydroélectricité
33;Bally;"Type ""classique""";Occitanie;Tarn-et-Garonne;Laguépie;?;?;44,1511;1,96444;;;;;16,0;0,1;1,85;?;?;Earl De Bally;Irrigation
34;Balme de Rencurel;;Auvergne-Rhône-Alpes;Isère;Rencurel;La Bourne;1912;45,0836;5,45889;;;;;22;0,06;0,8;226;626;?;Hydroélectricité
35;Bancalie aval;"Retenue ""classique""";Occitanie;Tarn;Saint-Antonin-de-Lacalm;Lezert;1979;43,7786;2,26028;43,778445;2,269217;43,782411;2,262448;34;10,9;86;35;303;Syndicat mixte barrage Bancalié Lezert;soutien d’étiage/AEP
36;Banegon;"Type ""classique""";PACA;Var;Fayence;Banegon;1976;43,6317;6,67778;43,631597;6,677625;43,631846;6,677218;19;0,033;0,8;1;301,4;Commune De Fayence;Alimentation en eau
37;Barthe;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Brommat;La Truyère;1974;44,8075;2,715;44,807344;2,714977;44,807355;2,716699;68;8;40;2484;562;?;Irrigation/Crues/Alimentation en eau
38;Bassillon;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Bassillon-Vauzé;Larcis;?;43,4633;-0,0675;43,463655;-0,067343;43,46174;-0,067708;16,5;2,4;52;?;210;As Irrigation Vallée Du Larcis;Irrigation
39;Bassin à Suie Sarreguemines;"Type ""classique""";Grand-Est;Moselle;Sarreguemines;Hungerbach;1960;49,1169;7,02833;;;;;30,0;0,1;1,64;10,7;245;Commune de Sarreguemines;Loisirs
40;Bats-Urgons;à déterminer;Nouvelle Aquitaine;Landes;Bats;Urgons;1986;43,6539;-0,451944;43,653913;-0,452047;43,652694;-0,451328;15,5;0,617;10,85;3;105;Asa De Bats Urgons;Irrigation
41;Bazergues;;Auvergne-Rhône-Alpes;Allier;La Celle;Banne;1953;46,2564;2,75389;;;;;19,5;1,3;14;18;410,95;?;Alimentation en eau
42;Beaumont;"retenue ""linéaire"" - fil de l'eau";PACA;Alpes de Haute Provence;Sainte Tulle;La Durance;?;43,7862;5,77747;43,788926;5,775188;43,791767;5,774256;16,7;1,4;fil de l'eau canal;?;?;EDF;Hydroélectricité
43;Beaumont sur Leze et Auribail Lantine;"Type ""classique""";Occitanie;Haute-Garonne;Auribail;Lantine;?;43,3582;1,37522;43,359498;1,377202;43,358655;1,376076;15,0;0,2;6,51;?;?;?;Irrigation
44;Beaune 2;à déterminer;Nouvelle Aquitaine;Haute-Vienne;Limoges;Mazelle;1961;45,9186;1,30583;;;;;22;1,827;28;17;344;?;Alimentation en eau
45;Béhasque;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Domezain-Berraute;La Bidouze;1989;43,3117;-0,997778;43,3118;-0,997714;43,319972;-0,996534;16;0,049;4,7;?;?;ASA Behasque;Irrigation
46;Beissat;à déterminer;Nouvelle Aquitaine;Creuse;Magnat-l'Etrange;La Rozelle;1983;45,7828;2,26889;;;;;18;1,5;21;15,5;707;?;"Alimentation en eau; loisirs"
47;Bellegarde;à déterminer;Occitanie;Tarn;Bellegarde;?;1986;43,9033;2,27639;43,903311;2,276326;43,903519;2,277334;16;0,145;2,7;0,9;309;?;?
48;Bellevaux sous Gembaz;;Auvergne-Rhône-Alpes;Haute-Savoie;Bellevaux;Brevon;1927;46,2411;6,52917;;;;;28,7;0,087;1,9;29;936,29;?;Hydroélectricité
49;Belleville;"Retenue ""classique""";Auvergne-Rhône-Alpes;Isère;Allemond;Arvan;1950;45,1964;6,300833;45,196468;6,300827;45,196302;6,300677;15,0;0,016;1;?;?;?;Hydroélectricité
50;Berroux;à déterminer;Nouvelle Aquitaine;Creuse;Boussac-Bourg;Berroux;1981;46,3703;2,21139;46,370379;2,21111;46,371534;2,211732;15,5;0,272;5,3;18,1;387;Siaep Region De Boussac;Alimentation en eau / Loisirs
51;Berthier;;Auvergne-Rhône-Alpes;Rhône;Cours-la-Ville;Berthier;1935;46,1014;4,345;;;;;17;0,075;1,34;1,7;625;Commune de Cours-la-Ville;Loisirs
52;Bimont;"Retenue ""classique""";PACA;Bouches du Rhône;Saint-Marc-Jaumegarde.;Infernet;1952;43,5405;5,53653;43,540514;5,536521;43,543842;5,541027;81,5;14,25;73;41;351,81;?;Irrigation/Alimentation en eau/Crues/Hydroélectricité
53;Bious;"Retenue ""classique""";Nouvelle Aquitaine;Pyrénées-Atlantiques;Laruns;Gave du Bious;1957;42,8692;-0,455725;42,869169;-0,455703;42,867534;-0,454073;50;5,1;40;30,15;1430;?;Hydroélectrcité
54;Bissorte;"Retenue ""classique""";Auvergne-Rhône-Alpes;Savoie;Orelle;Bissorte;1935;45,1806;6,57972;45,180299;6,579792;45,177486;6,580243;62;39,5;116;23,7;2084;?;Hydroélectricité
55;Bois de Teulières;"Type ""classique""";Occitanie;Tarn-et-Garonne;Lavit;La Briqueterie;?;43,93;0,894167;;;;;16,5;0,3;5,39;?;?;Asi Teuliere;Irrigation
56;Bois Joli;"Retenue ""classique""";Bretagne;Ille et Vilaine;Pleurtuit;Fremur;1993;48,573;-2,09481;48,572995;-2,095238;48,571121;-2,09498;17;3;44,5;50;30;Syndicat Mixte De Production D’eau Potable De La Côte D’emeraude/saur;Alimentation en eau
57;Boréaon;"Type ""classique""";PACA;Alpes Maritimes;Saint-Martin-Vésubie;Boreon;1960;44,1137;7,28312;44,113691;7,283081;44,113444;7,284154;13,5;0,115;2,1;?;1470;EDF;Hydroélectricité
58;Borfloc'h;;Bretagne;Morbihan;Palais;?;1993;47,3258;-3,15278;;;;;19;0,545;8,4;2;28;?;Alimentation en eau
59;Bort les Orgues;"retenue ""linéaire"" - vallée de rivière";Auvergne-Rhône-Alpes;Cantal;Bort les Orgues / Lanobre;La Dordogne;1952;45,4133;2,4975;45,413243;2,497614;45,414177;2,492979;119;477;1073;1010;544,8;EDF;Hydroélectricité
60;Bosméléac;"retenue ""linéaire"" - vallée de rivière";Bretagne;Côte d'Armor;Merléac;L'Oust;?;48,3001;-2,90181;48,30003;-2,901855;48,300944;-2,90296;15;2,8;76;64;170,2;?;Loisirs/Navigation/Alimentation en eau
61;Boueilh Boueilho Lasque;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Boueilh-Boueilho-Lasque;Arriutort;1991;43,5492;-0,334167;43,549245;-0,333826;43,547379;-0,331594;18;1,34;19;4;146;?;Irrigation
62;Boues (Sere-Rustaing);à déterminer;Occitanie;Hautes-Pyrénées;Lamarque-Rustaing;Boues;1991;43,2692;0,300556;;;;;15,7;2,02;36,36;14,25;351;Gestion CACG;Hydroélectricité
63;Bouillouses;"Retenue ""classique""";Occitanie;Pyrénées-Orientales;Angoustrine-Villeneuve-des-Escaldes;Têt;1910;42,5603;2,00111;42,560135;2,001168;42,563249;1,999044;17,5;17,33;140;28,1;2016;EDF;Hydroélectricité
64;Bourboule;;Auvergne-Rhône-Alpes;Puy-de-Dôme;La Bourboule;La Dordogne;?;45,5931;2,72139;;;;;19,5;0,38;4,2;75;842,7;?;Hydroélectricité
65;Bourdon;"Retenue ""classique""";Bourgogne-France-Comté;Yonne;Saint-Fargeau;Bourdon;1905;47,6172;3,0883;47,617181;3,088573;47,613507;3,089517;17,5;8,1;170;43,9;217,8;?;Navigation / Loisirs
66;Bournos;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Bournos;Geez;2006;43,4497;-0,408056;43,449814;-0,408223;43,448724;-0,407107;16;0,37;6,9;?;210;Asa Irrigation De Bournos;Irrigation
67;Bouvante;;Auvergne-Rhône-Alpes;Drôme;Bouvante;La Lyonne;1925;44,9356;5,25722;;;;;23;1,34;20;33,6;583;?;Hydroélectricité
68;Bouzey;"Retenue ""classique""";Grand-Est;Vosges;Chaumousey;Arvière;1939;48,1672;6,35611;48,167181;6,356359;48,164977;6,356444;16,9;7,1;127,85;15,94;373,1;VNF;Navigation / loisirs
69;Brévonnes;"Retenue ""classique""";Grand-Est;Aube;Mathaux;Temple;1990;48,3486;4,45028;48,349246;4,455129;48,346393;4,459807;22,5;148;1840;1700;140,85;Etpb Seine Grands Lacs;Crues/Alimentation en eau/Loisirs
70;Brichette;à déterminer;Nouvelle Aquitaine;Lot-et-Garonne;Saint-Caprais-de-Lerm;Brichette;1995;44,2209;0,766095;;;;;12,5;0,45;10;3,4;100;Asa Arrosage Des Coteaux De Beauville Puymirol;Alimentation en eau
71;Brienne;à déterminer;Occitanie;Aveyron;Luc-la-Primaube;Brienne;2003;44,3067;2,54278;;;;;13,5;0,45;10,5;6;629;EDF;Hydroélectricité
72;Brunet;à déterminer;Occitanie;Tarn;Sorèze;Dourdou;1989;43,4792;2,05306;;;;;15;1,4;22,53;2,3;226;Asa Du Bas De La Montagne Noire;Irrigation
73;Bujaleuf;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Haute-Vienne;Bujaleuf;Maulde;1962;45,8025;1,61444;45,802533;1,614307;45,802936;1,615975;17;2,88;70;427;328;?;Hydroélectricité
74;Bultière;"Retenue ""classique""";Pays-de-la-Loire;Vendée;Chavagnes-en-Paillers;La Grande Maine;1994;46,9178;-1,21417;46,918031;-1,214081;46,918207;-1,210777;21;5;72;154;60;Siaep Des Vals De Sèvres / Compagnie Générale Des Eaux;Alimentation en eau/Irrigation/Crues
75;Bure;"Retenue ""classique""";Occitanie;Haute-Garonne;Poucharramet;Bure;1987;43,4158;1,15972;43,41566;1,159719;43,415317;1,156543;16;4;60;30;229;SHEM / Gestion CACG;Hydroélectricité / irrigation
76;Cabournieu;"Type ""classique""";Occitanie;Gers;Monpardiac;Cabournieu;1989;43,4611;0,237222;;;;;15,0;1,5;25,9;6,65;208;Si De Real Du Laus Et Cabourni;Irrigation
77;Cadarache;"retenue ""linéaire"" - fil de l'eau";PACA;Bouches du Rhône;Saint-Paul-lès-Durance;La Durance;1959;43,7181;5,74306;43,717937;5,74321;43,718713;5,745817;15;3,15;122;?;262;EDF;Hydroélectricité
78;Caderousse;"retenue ""linéaire"" - fil de l'eau";PACA;Vaucluse;Caderousse;Le Rhône;1975;44,1103;4,71056;44,096067;4,723163;44,101614;4,719569;18,5;60;950;74000;40,9;CNR;Hydroélectricité, navigation
79;Cadillon;à déterminer;Nouvelle Aquitaine;Pyrénées-Atlantiques;Cadillon;Lisau;1972;43,5167;-0,1475;43,516812;-0,147516;43,514976;-0,145671;15;0,9;18;5,7;215;Si De La Vallée Des Lées;Irrigation / Loisirs
80;Caillaouas;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Loudenvielle;Neste De Caillaouas;1940;42,7206;0,443611;42,720711;0,443403;42,720892;0,445174;19;6;47;6,7;2160;SHEM;Hydroélectricité
81;Calacuccia;"Retenue ""classique""";Corse;Haute-Corse;Calacuccia;Le Golo;1968;42,3294;9,02222;42,329534;9,022555;42,328416;9,01953;72;23,4;119,6;127;794;EDF;Hydroélectricité
82;Cambous;à déterminer;Occitanie;Gard;Branoux-les-Taillades;Le Gardon d'Alès;1957;44,2333;3,98666;44,233332;3,986638;44,234539;3,984535;25;1;19;124;231;Commune De Carcassonne;Loisirs/Irrigation/Alimentation en eau
83;Cammazes;"Retenue ""classique""";Occitanie;Tarn;Cammazes;Sor;1958;43,4069;2,09556;43,407514;2,095576;43,405192;2,095716;70;18,8;90;30;569;institution des eaux de la montagne noire;eau potable/irrigation/soutien étiage
84;Campauleil;à déterminer;Occitanie;Ariège;Orgeix;Oriège;1941;42,7111;1,8525;;;;;15,8;0,2;4,7;?;?;EDF;Hydroélectricité
85;Candes 2;à déterminer;Occitanie;Lot;Comiac;Candes;1967;44,9525;1,97694;;;;;40;1,8;16;20;446;Asa De La Baisole;Irrigation
86;Cap de Long;"Retenue ""classique""";Occitanie;Hautes-Pyrénées;Aragnouet;Neste de Couplan;1952;42,8231;0,1425;42,823251;0,142616;42,822398;0,139541;85;63;160;10,6;2161;EDF;Hydroélectricité
87;Carces;"Retenue ""classique""";PACA;Var;Carcès;Le Caramy;1934;43,4636;6,20998;43,46386;6,210268;43,462342;6,210568;14;7,85;91;440;170;Commune De Toulon/societe Des Eaux De Toulon (veolia Eau);Alimentation en eau
88;Castenau (évacuateur);"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Castelnau-de-Mandailles;Lot;1948;44,5117;2,87222;44,505753;2,874105;44,508779;2,871294;17;25;218;1593;417;EDF;Hydroélectricité
89;Castelnau Lassouts;"retenue ""linéaire"" - vallée de rivière";Occitanie;Aveyron;Lassouts;Lot;1948;44,5056;2,87417;44,505772;2,87412;44,507868;2,87249;52,2;40,82;218;1593;417;Conseil Départemental Du Gard / Dodin Sa;Crues
90;Castelvieil;retenue sèche (crues ou abandonnée);Occitanie;Haute-Garonne;Bagnères-de-Luchon;La Pique;1960;42,763;0,61;42,763095;0,609948;42,762894;0,609948;18,0;0,035;sec - sédiments;84;751;Etat / ONF exploitant;Crues
91;Castillon;"Retenue ""classique""";PACA;Alpes de Haute Provence;Castellane;Le Verdon;1948;43,8783;6,53722;43,878538;6,537377;43,880931;6,535832;95;149;500;655;881;?;Hydroélectricité / Loisirs
92;Castillon du tourmalet;à déterminer;Occitanie;Hautes-Pyrénées;Bagnères-de-Bigorre;Adour Du Tourmalet;1947;42,9203;0,189167;42,920433;0,189055;42,920052;0,189001;19,7;0,08;1,7;?;1540;Commune De Cenne-monesties;Alimentation en eau/Irrigation/Hydroélectricité
93;Castillon sur Lez;à déterminer;Occitanie;Ariège;Castillon-en-Couserans;Lez;1970;42,9142;1,02833;42,91422;1,028274;42,912688;1,027287;28;0,49;7;220;533;EDF;Hydroélectricité
94;Causse Corrézien;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Saint Cernin de Larche;Couze De Chasteaux;1976;45,093;1,4318;45,093072;1,431911;45,092451;1,434228;10,45;2,55;75;73,8;125;?;Activités touristiques
95;Cavayère;à déterminer;Occitanie;Aude;Carcassonne;Bazalac;1988;43,1869;2,41917;43,187084;2,419168;43,18552;2,419017;26;1,35;19;10,3;143;Asa De Montaigu De Quercy;Irrigation
96;Cenne Monestiés;à déterminer;Occitanie;Aude;Villemagne;Le Lampy;?;43,3467;2,12;;;;;22;0,137;1,5;30,7;281;?;Hydroélectricité
97;Cercey;réservoir artificiel;Bourgogne-France-Comté;Côte d'Or;Thoisy-le-Désert;Etang d'Avau;?;47,2586;4,50972;47,258414;4,509764;47,256171;4,505773;13,8;2,65;60;21,4;385,14;VNF;Activités touristiques
98;Ceyrac;manque information;Occitanie;Gard;;;;;;;;;;;;;;;;
99;Chalas;"Type ""classique"" végétation arborée";Auvergne-Rhône-Alpes;Puy-de-Dôme;Arlanc;Dolore;1925;45,4061;3,70167;;;;;13,4;0,1;1,69;92;630,57;Privé;Hydroélectricité
100;Chambon;"Retenue ""classique""";Auvergne-Rhône-Alpes;Isère;Mizoën;La Romanche;1935;45,0458;6,13778;45,046005;6,13787;45,043715;6,141969;90;50,8;125;254;1044;?;Hydroélectricité
101;Chamboux;"Retenue ""classique""";Bourgogne-France-Comté;Côte d'Or;Saint-Martin-de-la-Mer;Le Ternin;1984;47,2444;4,1886;47,244997;4,188508;47,246745;4,191168;16;3,6;72;16;507,5;Syndicat Mixte de Chamboux / Saur;Alimentation en eau
102;Chammet;"Retenue ""classique""";Nouvelle Aquitaine;Corrèze;Peyrelevade;Chandouille;1951;45,7211;1,98806;45,721103;1,987763;45,721612;1,991454;17;6,75;100;102;719;?;Hydroélectricité
103;Champagney;"Retenue ""classique""";Bourgogne-France-Comté;Haute Saône;Champagney;?;?;47,6819;6,72833;47,682246;6,729223;47,684471;6,726991;33;13;106;48,5;415,35;;Navigation / Loisirs
104;Champsanglard;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Anzême;Creuse;1985;46,2608;1,87694;46,260673;1,876938;46,260402;1,878655;19,5;4,2;55;1050;302;?;Hydroélectricité
105;Chancy Pougny;"retenue ""linéaire"" - fil de l'eau";Auvergne-Rhône-Alpes;Ain;Challex;Le Rhône;1924;46,1608;5,97556;46,160798;5,975492;46,164;5,978;16,7;14,0;fil de l'eau;?;?;Forces Motrices de Chancy-Pougny;Hydroélectricité
106;Chapelette;"Type ""linéaire rivière";Auvergne-Rhône-Alpes;Haute-Loire;Grazac;Le Lignon du Velay;1907;45,1672;4,17917;;;;;16,0;0,3;5,28;?;?;Commune de Saint-Etienne / EDF;Alimentation en eau / hydroélectricité
107;Charmes;"Retenue ""classique""";Grand-Est;Haute Marne;Charmes;Val de gris;1906;47,9164;5,35556;47,916855;5,355435;47,914957;5,358654;18,1;11,65;196;50,86;344,9;?;Navigation/Alimentation en eau/Crues/Loisirs
108;Charmines;"Retenue ""classique""";Auvergne-Rhône-Alpes;Ain;Matafelon-Granges;L'Oignin;1950;46,2653;5,57083;46,265338;5,570983;46,265094;5,56931;18,4;4,72;77;305;395;?;Hydroélectricité
109;Charpal;"Retenue ""classique""";Occitanie;Lozère;Laubert (Mende);Colagne;1994;44,6244;3,56111;8,25;195;;Alimentation en eau / Hydroélectricité;;8,25;195;;;Ville de Mende;eau potable
110;Chartrain;;Auvergne-Rhône-Alpes;Loire;Renaison;La Tache;?;46,0472;3,87056;;;;;52,75;3,6;21;14;?;?;Alimentation en eau
111;Chastang;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Servières-le-Château;Dordogne;1951;45,1519;2,01;45,151934;2,010053;45,153901;2,010611;79;187;710;4127;264;EDF;Hydroélectricité
112;Château Gaillard;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Thiers;La Durolle;?;45,8644;3,58667;;;;;19,9;0,07;1,3;?;?;SHEMA;
113;Château l'Evêque;"Type ""classique"" végétation arborée";Nouvelle Aquitaine;Dordogne;Château-l'Évêque;;;45,2422;0,668333;45,242176;0,668408;45,242373;0,6677;15,0;0,2;1,68;;;SEAT;
114;Châtelot;"retenue ""linéaire"" - vallée de rivière";Bourgogne-France-Comté;Doubs;Villers-le-Lac;Le Doubs;1953;47,101;6,74476;47,101038;6,744913;47,100308;6,746018;68,5;20,6;64;911;719;?;Hydroélectricité
115;Chaudanne;"retenue ""linéaire"" - vallée de rivière";PACA;Alpes de Haute Provence;Castellane;Le Verdon;1952;43,8483;6,54389;43,848321;6,544061;43,849381;6,544726;57;16;65;685;792;?;Hydroélectricité / Loisirs
116;Chaumeçon;"Retenue ""classique""";Bourgogne-France-Comté;Nièvre;Saint-Martin-du-Puy;Le Chalaux;1933;47,3028;3,91703;47,302909;3,917162;47,300421;3,91626;36,3;19,27;144;98;393;EDF;Hydroélectricité/Alimentation en eau
117;Chaumettes;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Corrèze;Roche-le-Peyroux;Diege;1927;45,4422;2,37278;45,442126;2,372527;45,442525;2,371368;33;7,45;75;485;550;?;Hydroélectricité
118;Chazilly;"Retenue ""classique""";Bourgogne-France-Comté;Côte d'Or;Chazilly;Tillat;?;47,1872;4,60389;47,187192;4,603812;47,186084;4,60188;22,5;2,2;43;31,9;405,16;?;Navigation
119;Cheylard;"Retenue ""classique""";Auvergne-Rhône-Alpes;Ardèche;Nonières;L'Eyrieux;1983;44,9081;4,47333;44,9079;4,473429;44,907976;4,471605;25;3,3;47;369;412,5;Syndicat Mixte Départemental de l'Ardèche / cn'air;irrigation / Hydroélectricité / Alimentation en eau / Loisirs
120;Chèze;"retenue ""linéaire"" - vallée de rivière";Bretagne;Ille et Vilaine;Saint-Thurial;La Chaise;1976;48,0242;-1,95306;48,0243;-1,95298;48,023137;-1,955191;38;14,4;187;30,72;90;Commune De Rennes / Compagnie Générale Des Eaux;Alimentation en eau
121;Chezelles;"retenue ""linéaire"" - vallée de rivière";Nouvelle Aquitaine;Creuse;Bourg-d'Hem;Creuse;1984;46,2814;1,83472;46,281595;1,834767;46,281091;1,835856;19,8;1,2;23;1090;277;?;Hydroélectricité
122;Choisine;;Auvergne-Rhône-Alpes;Ardèche;Colombier-le-Vieux;Choisine;1969;45,0564;4,68805;;;;;15;0,14;4;6,5;366,6;ASA Irrigation Colombier;Irrigation / alimentation en eau
